Rate your Algorithms skill out of 100,Rate your Programming Concepts out of 100,Rate your Computer Networks out of 100,Rate your Electronics Subjects out of 100,Rate your Mathematics out of 100,Rate your Communication skills out of 100,Hours working per day,No. of Participted hackathons, Rating coding skills out of 10,self-learning capability?,certifications,workshops,Interested subjects,Job/Higher Studies?,Type of company want to settle in?,interested in games,Management or Technical,worked in teams ever?,Career
93,94,78,62,68,89,5,1,5,yes,distro making,web technologies,programming,higherstudies,SAaS services,yes,Technical,no,Design & UX
75,83,67,75,69,63,8,3,1,no,r programming,cloud computing,hacking,higherstudies,product development,yes,Technical,no,Systems Analyst
81,89,76,70,79,86,6,5,5,yes,shell programming,web technologies,data engineering,higherstudies,Service Based,yes,Technical,no,Database Developer
68,94,77,84,70,70,10,4,8,no,information security,web technologies,data engineering,higherstudies,Testing and Maintainance Services,no,Management,no,Database Developer
92,73,85,86,77,66,6,4,4,no,app development,web technologies,hacking,job,Service Based,yes,Technical,yes,E-Commerce Analyst
94,67,89,63,69,91,11,3,6,no,information security,game development,hacking,job,Cloud Services,yes,Management,yes,Database Developer
78,62,82,74,66,84,6,2,7,no,hadoop,testing,hacking,job,Cloud Services,yes,Technical,no,Software Engineer
70,68,77,72,65,85,12,0,6,yes,distro making,game development,Computer Architecture,job,BPA,yes,Technical,no,Database Developer
71,67,69,89,73,83,11,6,3,yes,hadoop,web technologies,Software Engineering,higherstudies,Service Based,no,Management,yes,Design & UX
73,60,67,67,77,70,12,6,2,yes,r programming,web technologies,data engineering,higherstudies,BPA,no,Management,no,Software Engineer
73,73,61,88,68,86,8,0,4,no,distro making,hacking,Computer Architecture,job,Testing and Maintainance Services,no,Technical,yes,Design & UX
88,86,63,70,66,67,5,4,9,no,r programming,web technologies,hacking,job,Cloud Services,no,Technical,no,Information Security Analyst
73,85,63,76,61,88,10,4,9,no,distro making,system designing,parallel computing,job,BPA,no,Technical,yes,Solutions Architect
88,78,89,87,68,63,10,6,5,yes,distro making,game development,hacking,higherstudies,Web Services,no,Technical,no,Database Administrator
60,92,75,75,77,94,5,6,2,no,distro making,web technologies,IOT,job,Service Based,yes,Management,no,Information Security Analyst
61,94,83,60,71,61,11,5,9,no,distro making,web technologies,Software Engineering,job,Sales and Marketing,yes,Management,yes,Network Security Engineer
65,65,76,84,84,77,7,6,4,no,r programming,data science,cloud computing,job,Sales and Marketing,yes,Management,yes,Software Engineer
80,86,93,86,90,94,10,5,1,no,information security,database security,Software Engineering,higherstudies,Product based,yes,Management,no,Design & UX
72,77,66,80,84,69,8,1,5,no,shell programming,system designing,IOT,job,product development,no,Management,no,E-Commerce Analyst
84,94,85,86,80,76,5,3,2,no,app development,game development,IOT,higherstudies,Sales and Marketing,no,Technical,no,Software Engineer
92,61,77,74,73,87,4,6,4,yes,machine learning,system designing,hacking,job,product development,no,Technical,no,Solutions Architect
87,69,92,76,93,80,4,6,3,no,r programming,hacking,cloud computing,higherstudies,Product based,no,Management,yes,Database Developer
80,83,78,65,81,82,6,0,9,yes,information security,testing,Computer Architecture,higherstudies,product development,no,Technical,no,Systems Analyst
87,62,61,82,79,81,8,0,4,no,python,web technologies,Computer Architecture,job,Testing and Maintainance Services,no,Management,no,Database Developer
64,80,91,85,81,93,10,4,6,yes,distro making,database security,programming,job,Finance,yes,Technical,yes,Database Developer
78,78,80,88,66,90,5,3,8,yes,r programming,data science,IOT,higherstudies,Service Based,yes,Management,no,Systems Analyst
72,74,74,70,76,80,6,2,2,yes,hadoop,testing,Computer Architecture,higherstudies,Service Based,no,Management,no,Software Engineer
90,76,78,68,70,90,12,5,7,yes,full stack,system designing,data engineering,job,SAaS services,yes,Technical,yes,Database Administrator
81,87,74,76,85,89,7,3,4,yes,python,game development,Software Engineering,higherstudies,Testing and Maintainance Services,no,Management,no,Software Engineer
89,84,60,68,88,82,5,4,7,no,shell programming,testing,programming,higherstudies,product development,yes,Technical,yes,Software Engineer
60,73,92,83,87,90,8,2,7,yes,app development,data science,cloud computing,job,Product based,yes,Management,no,Network Security Engineer
69,75,80,79,93,80,9,5,7,no,information security,system designing,hacking,higherstudies,Finance,yes,Management,yes,E-Commerce Analyst
64,90,69,61,76,76,10,5,7,no,information security,data science,programming,higherstudies,product development,no,Management,yes,Solutions Architect
65,67,62,94,89,66,8,2,6,yes,shell programming,cloud computing,hacking,job,SAaS services,no,Technical,yes,Solutions Architect
83,88,73,66,75,94,12,6,7,yes,python,testing,Software Engineering,higherstudies,Web Services,no,Technical,no,Systems Analyst
93,91,82,60,71,67,6,0,5,yes,distro making,game development,hacking,job,Testing and Maintainance Services,no,Technical,no,Software Engineer
65,82,68,85,84,77,7,4,7,no,app development,hacking,cloud computing,higherstudies,Sales and Marketing,no,Technical,yes,Systems Analyst
72,74,89,86,83,62,4,3,8,no,r programming,data science,hacking,job,Service Based,no,Technical,no,E-Commerce Analyst
61,83,85,63,84,92,10,2,3,no,python,hacking,programming,higherstudies,product development,yes,Management,no,Database Administrator
88,60,85,79,75,71,11,2,3,yes,machine learning,hacking,networks,job,Service Based,yes,Management,no,Solutions Architect
75,85,62,78,67,84,11,2,1,no,full stack,web technologies,IOT,job,Service Based,no,Management,no,E-Commerce Analyst
76,78,91,84,79,87,5,1,7,no,r programming,data science,networks,higherstudies,Cloud Services,yes,Management,no,Database Developer
94,73,93,63,77,62,10,4,7,no,python,hacking,Computer Architecture,higherstudies,SAaS services,yes,Technical,no,Systems Analyst
61,84,79,62,89,71,4,2,7,no,r programming,game development,data engineering,job,SAaS services,no,Technical,yes,Information Security Analyst
76,84,85,91,79,75,10,3,4,no,full stack,data science,Computer Architecture,job,Cloud Services,no,Management,no,Database Developer
61,81,85,70,69,78,6,4,3,yes,full stack,web technologies,networks,job,Web Services,yes,Technical,no,Software Engineer
84,62,82,63,60,90,12,2,1,yes,machine learning,database security,programming,job,Finance,no,Management,no,Network Security Engineer
70,85,64,73,85,68,8,1,7,yes,r programming,cloud computing,parallel computing,higherstudies,Product based,yes,Management,no,Database Developer
92,72,67,78,76,70,7,4,8,yes,r programming,hacking,cloud computing,higherstudies,Product based,no,Technical,yes,Information Security Analyst
70,86,93,94,80,81,8,4,9,yes,machine learning,cloud computing,networks,job,BPA,no,Technical,yes,E-Commerce Analyst
67,61,73,60,71,88,9,3,3,no,shell programming,web technologies,programming,higherstudies,Testing and Maintainance Services,yes,Technical,yes,Solutions Architect
84,63,87,90,85,68,12,5,5,yes,distro making,data science,hacking,job,Web Services,yes,Technical,yes,Network Security Engineer
85,70,76,68,81,66,10,1,6,no,full stack,cloud computing,Software Engineering,job,Testing and Maintainance Services,yes,Technical,no,Software Engineer
63,82,66,60,74,68,8,6,9,no,hadoop,cloud computing,Management,higherstudies,Cloud Services,no,Management,no,Systems Analyst
91,82,64,62,88,72,12,4,9,yes,hadoop,testing,IOT,job,Web Services,yes,Technical,no,Solutions Architect
79,63,88,85,68,85,5,3,2,no,hadoop,hacking,parallel computing,job,Cloud Services,no,Management,no,Software Engineer
89,81,67,91,82,85,6,4,3,no,shell programming,data science,Computer Architecture,job,product development,yes,Technical,no,Database Developer
71,72,85,65,79,66,8,1,9,no,information security,cloud computing,IOT,higherstudies,Cloud Services,no,Technical,yes,Network Security Engineer
65,73,79,66,72,74,8,3,2,yes,machine learning,web technologies,data engineering,higherstudies,Finance,yes,Technical,no,Systems Analyst
62,90,72,69,84,78,9,4,2,no,full stack,web technologies,Management,higherstudies,Finance,no,Technical,yes,Systems Analyst
61,93,67,87,87,94,12,6,5,yes,python,web technologies,cloud computing,higherstudies,product development,yes,Management,no,Systems Analyst
69,82,82,77,88,90,4,2,5,no,distro making,data science,cloud computing,higherstudies,Cloud Services,no,Technical,no,Design & UX
94,72,85,92,71,66,6,1,4,no,python,system designing,IOT,job,Sales and Marketing,yes,Technical,yes,Systems Analyst
64,85,87,79,81,84,11,3,6,no,distro making,data science,Management,job,Product based,no,Management,yes,Systems Analyst
94,80,75,93,63,61,9,3,2,yes,full stack,web technologies,Management,higherstudies,Sales and Marketing,yes,Technical,yes,E-Commerce Analyst
94,81,70,87,92,65,5,0,9,yes,distro making,system designing,data engineering,higherstudies,Cloud Services,yes,Management,no,Network Security Engineer
94,67,67,72,62,93,9,3,6,yes,shell programming,hacking,networks,higherstudies,Cloud Services,no,Management,no,Solutions Architect
90,84,84,63,75,70,9,6,4,no,app development,hacking,parallel computing,job,Product based,no,Management,no,Systems Analyst
61,73,88,86,85,90,6,1,2,yes,hadoop,data science,hacking,higherstudies,Product based,no,Management,yes,Solutions Architect
88,68,61,67,90,69,10,3,1,no,full stack,web technologies,networks,job,BPA,yes,Technical,no,Database Administrator
65,75,65,73,91,80,11,2,4,yes,python,web technologies,Management,higherstudies,SAaS services,yes,Management,yes,Network Security Engineer
92,63,86,83,85,73,9,4,6,no,r programming,web technologies,data engineering,higherstudies,Product based,yes,Technical,no,Database Developer
67,68,71,67,71,81,7,6,5,no,python,hacking,IOT,higherstudies,Testing and Maintainance Services,no,Technical,no,E-Commerce Analyst
64,78,60,71,74,75,12,1,5,yes,r programming,game development,networks,job,SAaS services,no,Management,yes,Systems Analyst
71,89,64,69,61,89,9,6,4,no,app development,cloud computing,Computer Architecture,job,Cloud Services,yes,Technical,no,Software Engineer
78,64,92,87,71,89,7,4,5,yes,hadoop,hacking,IOT,higherstudies,Product based,yes,Management,no,Database Administrator
64,76,91,75,74,79,5,3,8,yes,hadoop,web technologies,Computer Architecture,higherstudies,Web Services,yes,Technical,yes,Software Engineer
80,70,66,79,91,66,10,2,2,no,full stack,database security,programming,higherstudies,Finance,no,Technical,yes,Solutions Architect
81,68,81,63,84,68,11,4,2,no,python,game development,Computer Architecture,higherstudies,Service Based,yes,Technical,no,Database Developer
91,68,64,76,93,92,6,4,5,yes,machine learning,database security,parallel computing,job,Testing and Maintainance Services,yes,Management,yes,Solutions Architect
92,72,86,72,87,71,12,1,1,no,full stack,game development,programming,job,BPA,yes,Management,no,Database Administrator
70,89,89,66,77,73,7,6,4,no,hadoop,web technologies,data engineering,job,product development,no,Management,yes,Network Security Engineer
92,81,77,87,67,72,11,5,4,yes,app development,game development,parallel computing,job,Service Based,no,Management,no,Systems Analyst
74,69,78,75,90,60,5,0,7,yes,app development,database security,networks,job,SAaS services,no,Technical,no,E-Commerce Analyst
63,62,63,94,94,71,12,3,1,no,machine learning,game development,cloud computing,job,Finance,yes,Technical,yes,Information Security Analyst
85,62,85,94,90,67,4,2,3,yes,distro making,database security,cloud computing,job,Finance,yes,Management,yes,Network Security Engineer
77,77,63,82,62,60,8,1,7,yes,app development,hacking,programming,higherstudies,Product based,yes,Management,yes,Software Engineer
79,72,74,87,67,75,12,6,6,yes,full stack,hacking,networks,higherstudies,product development,yes,Technical,no,Database Developer
60,74,81,69,89,65,12,0,9,no,python,cloud computing,IOT,job,Finance,yes,Technical,no,Database Developer
62,89,63,67,82,72,5,3,2,yes,distro making,database security,cloud computing,job,product development,no,Management,yes,Software Engineer
66,60,75,62,93,76,8,3,2,yes,distro making,web technologies,cloud computing,job,SAaS services,yes,Technical,yes,Network Security Engineer
92,77,65,67,89,89,12,1,5,yes,information security,testing,parallel computing,job,Finance,yes,Technical,no,Database Developer
85,66,60,94,81,92,12,0,3,no,shell programming,web technologies,Computer Architecture,job,Finance,no,Technical,yes,Software Engineer
66,92,89,89,61,77,11,5,5,no,shell programming,system designing,parallel computing,job,product development,yes,Management,yes,Information Security Analyst
86,69,79,67,70,67,7,0,3,yes,machine learning,cloud computing,IOT,job,Finance,yes,Technical,yes,Software Engineer
77,89,65,66,61,60,8,6,9,yes,r programming,cloud computing,hacking,higherstudies,BPA,no,Management,yes,Database Administrator
75,85,78,82,68,73,5,2,8,no,app development,system designing,networks,higherstudies,SAaS services,yes,Technical,no,Database Developer
62,90,85,60,62,93,5,0,6,no,app development,testing,Computer Architecture,higherstudies,Testing and Maintainance Services,no,Management,yes,Database Administrator
94,81,66,84,94,81,7,2,6,no,r programming,testing,programming,job,Finance,no,Technical,no,Database Administrator
84,71,79,90,85,81,9,4,7,yes,distro making,game development,programming,higherstudies,Finance,yes,Technical,no,Design & UX
77,94,62,66,72,84,7,5,2,yes,distro making,cloud computing,IOT,job,Cloud Services,yes,Management,yes,Systems Analyst
82,70,80,60,85,92,4,3,8,yes,r programming,testing,Management,higherstudies,SAaS services,yes,Technical,yes,Software Engineer
74,63,82,87,79,66,9,6,8,yes,full stack,system designing,networks,job,Service Based,no,Technical,yes,Software Engineer
82,69,81,88,88,71,5,5,8,no,r programming,hacking,parallel computing,job,Cloud Services,no,Technical,no,Database Administrator
90,65,62,91,93,82,7,2,2,no,python,database security,programming,job,Cloud Services,yes,Management,no,Software Engineer
63,79,67,66,67,87,10,6,2,no,information security,data science,programming,higherstudies,Finance,yes,Technical,no,Systems Analyst
84,72,92,85,60,63,7,1,4,yes,shell programming,database security,parallel computing,job,Service Based,yes,Management,no,Software Engineer
70,76,89,84,70,62,11,0,4,no,information security,database security,Computer Architecture,higherstudies,Cloud Services,no,Technical,no,Solutions Architect
